opportunity,session,symbol,selectorTime,asOf,elapsedActiveMinutes,observation,observed1m,missing1m,direction,return5Pct,scaleStatus,scale,dailyComplete5,structure,phase,attributes,stateReason,futureStatus,futureMissing,lateConfirmedPivots,pivotN,localRange,sameBarOrderAmbiguities,closedCrossEvents,semanticAny,contextPriceBasis,transitionObservablePair,phaseChanged
2025-07-08|141A0,2025-07-08,141A0,14:30,14:30,0,COMPLETE,5,0,DOWN,-0.15570260801868432,AVAILABLE,9.5,True,DOWN_STRUCTURE,PROGRESSION,RANGE_COMPRESSION,IDENTIFIED,WINDOW_OBSERVED,0,0,11,False,0,0,True,INHERITED_RAW_PRICE_BASIS,False,False
2025-07-08|141A0,2025-07-08,141A0,14:30,14:35,5,COMPLETE,5,0,DOWN,-0.8966861598440545,AVAILABLE,9.5,True,DOWN_STRUCTURE,PROGRESSION,,IDENTIFIED,WINDOW_OBSERVED,0,0,11,False,2,2,True,INHERITED_RAW_PRICE_BASIS,True,False
2025-07-08|141A0,2025-07-08,141A0,14:30,14:40,10,COMPLETE,5,0,UP,0.23603461841070023,AVAILABLE,9.5,True,DOWN_STRUCTURE,CORRECTION|RECOVERY,CHOPPINESS,IDENTIFIED,WINDOW_OBSERVED,0,0,12,False,4,2,True,INHERITED_RAW_PRICE_BASIS,True,True
2025-07-08|141A0,2025-07-08,141A0,14:30,14:45,15,COMPLETE,5,0,DOWN,-1.098901098901099,AVAILABLE,9.5,True,DOWN_STRUCTURE,,RANGE_EXPANSION,IDENTIFIED,WINDOW_OBSERVED,0,1,14,False,3,3,True,INHERITED_RAW_PRICE_BASIS,True,True
2025-07-08|141A0,2025-07-08,141A0,14:30,14:50,20,COMPLETE,5,0,UP,0.5947660586835845,AVAILABLE,9.5,True,DOWN_STRUCTURE,CORRECTION|RECOVERY,RANGE_COMPRESSION,IDENTIFIED,WINDOW_OBSERVED,0,0,14,False,1,1,True,INHERITED_RAW_PRICE_BASIS,True,True
2025-07-08|141A0,2025-07-08,141A0,14:30,14:55,25,COMPLETE,5,0,DOWN,-0.11824990145841545,AVAILABLE,9.5,True,DOWN_STRUCTURE,CORRECTION|RECOVERY,,IDENTIFIED,WINDOW_OBSERVED,0,1,16,False,0,0,True,INHERITED_RAW_PRICE_BASIS,True,False
2025-07-08|141A0,2025-07-08,141A0,14:30,15:00,30,COMPLETE,5,0,UP,0.11838989739542226,AVAILABLE,9.5,True,UP_STRUCTURE,CORRECTION,CHOPPINESS|RANGE_COMPRESSION|VOLUME_COMPRESSION|TRADING_VALUE_COMPRESSION,IDENTIFIED,WINDOW_OBSERVED,0,1,17,False,2,2,True,INHERITED_RAW_PRICE_BASIS,True,True
2025-07-08|141A0,2025-07-08,141A0,14:30,15:05,35,COMPLETE,5,0,DOWN,-0.749211356466877,AVAILABLE,9.5,True,,RESTRUCTURING,RANGE_EXPANSION|VOLUME_EXPANSION|TRADING_VALUE_EXPANSION,UNRESOLVED_STRUCTURE,WINDOW_OBSERVED,0,0,17,False,1,1,True,INHERITED_RAW_PRICE_BASIS,True,True
2025-07-08|141A0,2025-07-08,141A0,14:30,15:10,40,COMPLETE,5,0,UP,0.43702820818434646,AVAILABLE,9.5,True,,RESTRUCTURING|RECOVERY,,UNRESOLVED_STRUCTURE,WINDOW_OBSERVED,0,0,18,False,1,1,True,INHERITED_RAW_PRICE_BASIS,True,True
2025-07-08|141A0,2025-07-08,141A0,14:30,15:15,45,COMPLETE,5,0,DOWN,-0.03957261574990107,AVAILABLE,9.5,True,DOWN_STRUCTURE,PROGRESSION,CHOPPINESS|RANGE_COMPRESSION|VOLUME_COMPRESSION|TRADING_VALUE_COMPRESSION,IDENTIFIED,WINDOW_OBSERVED,0,1,19,False,0,0,True,INHERITED_RAW_PRICE_BASIS,True,True
2025-07-08|141A0,2025-07-08,141A0,14:30,15:20,50,COMPLETE,5,0,DOWN,-0.19801980198019803,AVAILABLE,9.5,True,DOWN_STRUCTURE,PROGRESSION,,IDENTIFIED,RIGHT_CENSORED,0,0,19,False,0,0,True,INHERITED_RAW_PRICE_BASIS,True,False
2025-07-08|141A0,2025-07-08,141A0,14:30,15:25,55,COMPLETE,5,0,UP,0.1587931718936086,AVAILABLE,9.5,True,DOWN_STRUCTURE,PROGRESSION,CHOPPINESS,IDENTIFIED,RIGHT_CENSORED,0,0,19,False,0,0,True,INHERITED_RAW_PRICE_BASIS,True,False
2025-07-08|248A0,2025-07-08,248A0,10:00,10:00,0,COMPLETE,5,0,DOWN,-2.5303643724696356,SCALE_INSUFFICIENT,,True,,,,SCALE_UNAVAILABLE,OBSERVATION_INSUFFICIENT,3,0,0,False,0,1,False,INHERITED_RAW_PRICE_BASIS,False,False
2025-07-08|248A0,2025-07-08,248A0,10:00,10:05,5,PARTIAL,4,1,,,SCALE_INSUFFICIENT,,True,,,,SCALE_UNAVAILABLE,OBSERVATION_INSUFFICIENT,4,0,0,False,0,2,False,INHERITED_RAW_PRICE_BASIS,False,False
2025-07-08|248A0,2025-07-08,248A0,10:00,10:10,10,PARTIAL,3,2,,,SCALE_INSUFFICIENT,,True,,,,CURRENT_BAR_UNAVAILABLE,OBSERVATION_INSUFFICIENT,3,0,0,False,0,0,False,INHERITED_RAW_PRICE_BASIS,False,False
2025-07-08|248A0,2025-07-08,248A0,10:00,10:15,15,PARTIAL,3,2,,,SCALE_INSUFFICIENT,,True,,,,SCALE_UNAVAILABLE,OBSERVATION_INSUFFICIENT,6,0,0,False,1,0,False,INHERITED_RAW_PRICE_BASIS,False,False
2025-07-08|248A0,2025-07-08,248A0,10:00,10:20,20,PARTIAL,4,1,,,SCALE_INSUFFICIENT,,True,,,,SCALE_UNAVAILABLE,OBSERVATION_INSUFFICIENT,8,0,0,False,0,0,False,INHERITED_RAW_PRICE_BASIS,False,False
2025-07-08|248A0,2025-07-08,248A0,10:00,10:25,25,UNAVAILABLE,0,5,,,SCALE_INSUFFICIENT,,True,,,,CURRENT_BAR_UNAVAILABLE,OBSERVATION_INSUFFICIENT,7,0,0,False,0,0,False,INHERITED_RAW_PRICE_BASIS,False,False
2025-07-08|248A0,2025-07-08,248A0,10:00,10:30,30,PARTIAL,2,3,,,SCALE_INSUFFICIENT,,True,,,,CURRENT_BAR_UNAVAILABLE,OBSERVATION_INSUFFICIENT,7,0,0,False,0,0,False,INHERITED_RAW_PRICE_BASIS,False,False
2025-07-08|248A0,2025-07-08,248A0,10:00,10:35,35,PARTIAL,1,4,,,SCALE_INSUFFICIENT,,True,,,,CURRENT_BAR_UNAVAILABLE,OBSERVATION_INSUFFICIENT,3,0,0,False,0,0,False,INHERITED_RAW_PRICE_BASIS,False,False
2025-07-08|248A0,2025-07-08,248A0,10:00,10:40,40,PARTIAL,2,3,,,SCALE_INSUFFICIENT,,True,,,,CURRENT_BAR_UNAVAILABLE,OBSERVATION_INSUFFICIENT,5,0,0,False,0,0,False,INHERITED_RAW_PRICE_BASIS,False,False
