opportunity,session,symbol,selectorTime,asOf,elapsedActiveMinutes,observation,observed1m,missing1m,direction,return5Pct,scaleStatus,scale,dailyComplete5,structure,phase,attributes,stateReason,futureStatus,futureMissing,lateConfirmedPivots,pivotN,localRange,sameBarOrderAmbiguities,closedCrossEvents,semanticAny,contextPriceBasis,transitionObservablePair,phaseChanged
2025-07-03|23340,2025-07-03,23340,09:30,09:30,0,COMPLETE,5,0,DOWN,-3.2467532467532467,AVAILABLE,32.0,True,DOWN_STRUCTURE,PROGRESSION,,IDENTIFIED,WINDOW_OBSERVED,0,0,5,False,1,1,True,INHERITED_RAW_PRICE_BASIS,False,False
2025-07-03|23340,2025-07-03,23340,09:30,09:35,5,COMPLETE,5,0,DOWN,-2.6329375322663915,AVAILABLE,32.0,True,DOWN_STRUCTURE,,RANGE_COMPRESSION,IDENTIFIED,OBSERVATION_INSUFFICIENT,1,1,6,False,2,1,True,INHERITED_RAW_PRICE_BASIS,True,True
2025-07-03|23340,2025-07-03,23340,09:30,09:40,10,COMPLETE,5,0,UP,1.7989417989417988,AVAILABLE,32.0,True,DOWN_STRUCTURE,CORRECTION|RECOVERY,CHOPPINESS|RANGE_COMPRESSION|VOLUME_COMPRESSION|TRADING_VALUE_COMPRESSION,IDENTIFIED,OBSERVATION_INSUFFICIENT,6,0,6,False,0,0,True,INHERITED_RAW_PRICE_BASIS,True,True
2025-07-03|23340,2025-07-03,23340,09:30,09:45,15,PARTIAL,4,1,,,AVAILABLE,32.0,True,,,,CURRENT_BAR_UNAVAILABLE,OBSERVATION_INSUFFICIENT,10,0,0,False,2,2,False,INHERITED_RAW_PRICE_BASIS,False,False
2025-07-03|23340,2025-07-03,23340,09:30,09:50,20,UNAVAILABLE,0,5,,,AVAILABLE,32.0,True,,,,CURRENT_BAR_UNAVAILABLE,OBSERVATION_INSUFFICIENT,10,0,0,False,0,0,False,INHERITED_RAW_PRICE_BASIS,False,False
2025-07-03|23340,2025-07-03,23340,09:30,09:55,25,UNAVAILABLE,0,5,,,AVAILABLE,32.0,True,,,,CURRENT_BAR_UNAVAILABLE,OBSERVATION_INSUFFICIENT,10,0,0,False,0,0,False,INHERITED_RAW_PRICE_BASIS,False,False
2025-07-03|23340,2025-07-03,23340,09:30,10:00,30,UNAVAILABLE,0,5,,,AVAILABLE,32.0,True,,,,CURRENT_BAR_UNAVAILABLE,OBSERVATION_INSUFFICIENT,10,0,0,False,0,0,False,INHERITED_RAW_PRICE_BASIS,False,False
2025-07-03|23340,2025-07-03,23340,09:30,10:05,35,UNAVAILABLE,0,5,,,AVAILABLE,32.0,True,,,,CURRENT_BAR_UNAVAILABLE,OBSERVATION_INSUFFICIENT,10,0,0,False,0,0,False,INHERITED_RAW_PRICE_BASIS,False,False
2025-07-03|23340,2025-07-03,23340,09:30,10:10,40,UNAVAILABLE,0,5,,,AVAILABLE,32.0,True,,,,CURRENT_BAR_UNAVAILABLE,OBSERVATION_INSUFFICIENT,10,0,0,False,0,0,False,INHERITED_RAW_PRICE_BASIS,False,False
2025-07-03|23340,2025-07-03,23340,09:30,10:15,45,UNAVAILABLE,0,5,,,AVAILABLE,32.0,True,,,,CURRENT_BAR_UNAVAILABLE,OBSERVATION_INSUFFICIENT,10,0,0,False,0,0,False,INHERITED_RAW_PRICE_BASIS,False,False
2025-07-03|23340,2025-07-03,23340,09:30,10:20,50,UNAVAILABLE,0,5,,,AVAILABLE,32.0,True,,,,CURRENT_BAR_UNAVAILABLE,OBSERVATION_INSUFFICIENT,10,0,0,False,0,0,False,INHERITED_RAW_PRICE_BASIS,False,False
2025-07-03|23340,2025-07-03,23340,09:30,10:25,55,UNAVAILABLE,0,5,,,AVAILABLE,32.0,True,,,,CURRENT_BAR_UNAVAILABLE,OBSERVATION_INSUFFICIENT,10,0,0,False,0,0,False,INHERITED_RAW_PRICE_BASIS,False,False
2025-07-03|23340,2025-07-03,23340,09:30,10:30,60,UNAVAILABLE,0,5,,,AVAILABLE,32.0,True,,,,CURRENT_BAR_UNAVAILABLE,OBSERVATION_INSUFFICIENT,10,0,0,False,0,0,False,INHERITED_RAW_PRICE_BASIS,False,False
2025-07-03|23340,2025-07-03,23340,09:30,10:35,65,UNAVAILABLE,0,5,,,AVAILABLE,32.0,True,,,,CURRENT_BAR_UNAVAILABLE,OBSERVATION_INSUFFICIENT,10,0,0,False,0,0,False,INHERITED_RAW_PRICE_BASIS,False,False
2025-07-03|23340,2025-07-03,23340,09:30,10:40,70,UNAVAILABLE,0,5,,,AVAILABLE,32.0,True,,,,CURRENT_BAR_UNAVAILABLE,OBSERVATION_INSUFFICIENT,10,0,0,False,0,0,False,INHERITED_RAW_PRICE_BASIS,False,False
2025-07-03|23340,2025-07-03,23340,09:30,10:45,75,UNAVAILABLE,0,5,,,AVAILABLE,32.0,True,,,,CURRENT_BAR_UNAVAILABLE,OBSERVATION_INSUFFICIENT,10,0,0,False,0,0,False,INHERITED_RAW_PRICE_BASIS,False,False
2025-07-03|23340,2025-07-03,23340,09:30,10:50,80,UNAVAILABLE,0,5,,,AVAILABLE,32.0,True,,,,CURRENT_BAR_UNAVAILABLE,OBSERVATION_INSUFFICIENT,10,0,0,False,0,0,False,INHERITED_RAW_PRICE_BASIS,False,False
2025-07-03|23340,2025-07-03,23340,09:30,10:55,85,UNAVAILABLE,0,5,,,AVAILABLE,32.0,True,,,,CURRENT_BAR_UNAVAILABLE,OBSERVATION_INSUFFICIENT,10,0,0,False,0,0,False,INHERITED_RAW_PRICE_BASIS,False,False
2025-07-03|23340,2025-07-03,23340,09:30,11:00,90,UNAVAILABLE,0,5,,,AVAILABLE,32.0,True,,,,CURRENT_BAR_UNAVAILABLE,OBSERVATION_INSUFFICIENT,10,0,0,False,0,0,False,INHERITED_RAW_PRICE_BASIS,False,False
2025-07-03|23340,2025-07-03,23340,09:30,11:05,95,UNAVAILABLE,0,5,,,AVAILABLE,32.0,True,,,,CURRENT_BAR_UNAVAILABLE,OBSERVATION_INSUFFICIENT,10,0,0,False,0,0,False,INHERITED_RAW_PRICE_BASIS,False,False
2025-07-03|23340,2025-07-03,23340,09:30,11:10,100,UNAVAILABLE,0,5,,,AVAILABLE,32.0,True,,,,CURRENT_BAR_UNAVAILABLE,OBSERVATION_INSUFFICIENT,10,0,0,False,0,0,False,INHERITED_RAW_PRICE_BASIS,False,False
2025-07-03|23340,2025-07-03,23340,09:30,11:15,105,UNAVAILABLE,0,5,,,AVAILABLE,32.0,True,,,,CURRENT_BAR_UNAVAILABLE,OBSERVATION_INSUFFICIENT,10,0,0,False,0,0,False,INHERITED_RAW_PRICE_BASIS,False,False
