opportunity,session,symbol,selectorTime,asOf,elapsedActiveMinutes,observation,observed1m,missing1m,direction,return5Pct,scaleStatus,scale,dailyComplete5,structure,phase,attributes,stateReason,futureStatus,futureMissing,lateConfirmedPivots,pivotN,localRange,sameBarOrderAmbiguities,closedCrossEvents,semanticAny,contextPriceBasis,transitionObservablePair,phaseChanged
2025-07-18|175A0,2025-07-18,175A0,13:30,13:30,0,COMPLETE,5,0,DOWN,-0.8979591836734694,AVAILABLE,29.0,False,,,,UNRESOLVED_STRUCTURE,WINDOW_OBSERVED,0,0,0,False,0,0,False,INHERITED_RAW_PRICE_BASIS,False,False
2025-07-18|175A0,2025-07-18,175A0,13:30,13:35,5,COMPLETE,5,0,UP,0.3297609233305853,AVAILABLE,29.0,False,,,CHOPPINESS|VOLUME_COMPRESSION|TRADING_VALUE_COMPRESSION,UNRESOLVED_STRUCTURE,WINDOW_OBSERVED,0,0,0,False,0,0,False,INHERITED_RAW_PRICE_BASIS,True,False
2025-07-18|175A0,2025-07-18,175A0,13:30,13:40,10,COMPLETE,5,0,UNCHANGED,0.0,AVAILABLE,29.0,False,,,CHOPPINESS,UNRESOLVED_STRUCTURE,WINDOW_OBSERVED,0,0,0,False,0,0,False,INHERITED_RAW_PRICE_BASIS,True,False
2025-07-18|175A0,2025-07-18,175A0,13:30,13:45,15,COMPLETE,5,0,UP,0.7431874483897605,AVAILABLE,29.0,False,,,,UNRESOLVED_STRUCTURE,WINDOW_OBSERVED,0,1,1,False,0,0,False,INHERITED_RAW_PRICE_BASIS,True,False
2025-07-18|175A0,2025-07-18,175A0,13:30,13:50,20,COMPLETE,5,0,UP,5.901639344262295,AVAILABLE,29.0,False,,,RANGE_EXPANSION|VOLUME_EXPANSION|TRADING_VALUE_EXPANSION,UNRESOLVED_STRUCTURE,WINDOW_OBSERVED,0,1,2,False,0,0,False,INHERITED_RAW_PRICE_BASIS,True,False
2025-07-18|175A0,2025-07-18,175A0,13:30,13:55,25,COMPLETE,5,0,DOWN,-2.1705426356589146,AVAILABLE,29.0,False,,RECOVERY,RANGE_COMPRESSION|VOLUME_COMPRESSION|TRADING_VALUE_COMPRESSION,UNRESOLVED_STRUCTURE,WINDOW_OBSERVED,0,1,3,False,0,0,True,INHERITED_RAW_PRICE_BASIS,True,True
2025-07-18|175A0,2025-07-18,175A0,13:30,14:00,30,COMPLETE,5,0,UP,0.2375296912114014,AVAILABLE,29.0,False,,RECOVERY,,UNRESOLVED_STRUCTURE,WINDOW_OBSERVED,0,1,3,False,0,0,True,INHERITED_RAW_PRICE_BASIS,True,False
2025-07-18|175A0,2025-07-18,175A0,13:30,14:05,35,COMPLETE,5,0,DOWN,-1.8196202531645569,AVAILABLE,29.0,False,,,VOLUME_EXPANSION|TRADING_VALUE_EXPANSION,UNRESOLVED_STRUCTURE,OBSERVATION_INSUFFICIENT,1,0,4,False,0,0,False,INHERITED_RAW_PRICE_BASIS,True,True
2025-07-18|175A0,2025-07-18,175A0,13:30,14:10,40,COMPLETE,5,0,DOWN,-0.08058017727639001,AVAILABLE,29.0,False,,,CHOPPINESS|RANGE_COMPRESSION|VOLUME_COMPRESSION|TRADING_VALUE_COMPRESSION,UNRESOLVED_STRUCTURE,OBSERVATION_INSUFFICIENT,1,0,4,False,3,2,False,INHERITED_RAW_PRICE_BASIS,True,False
2025-07-18|175A0,2025-07-18,175A0,13:30,14:15,45,PARTIAL,4,1,,,AVAILABLE,29.0,False,,,,UNRESOLVED_STRUCTURE,WINDOW_OBSERVED,0,0,0,False,0,0,False,INHERITED_RAW_PRICE_BASIS,False,False
2025-07-18|175A0,2025-07-18,175A0,13:30,14:20,50,COMPLETE,5,0,UP,0.49019607843137253,AVAILABLE,29.0,False,,,,UNRESOLVED_STRUCTURE,WINDOW_OBSERVED,0,0,0,False,0,0,False,INHERITED_RAW_PRICE_BASIS,False,False
2025-07-18|175A0,2025-07-18,175A0,13:30,14:25,55,COMPLETE,5,0,DOWN,-0.8136696501220505,AVAILABLE,29.0,False,,,VOLUME_COMPRESSION|TRADING_VALUE_COMPRESSION,UNRESOLVED_STRUCTURE,OBSERVATION_INSUFFICIENT,1,0,0,False,0,0,False,INHERITED_RAW_PRICE_BASIS,True,False
2025-07-18|175A0,2025-07-18,175A0,13:30,14:30,60,COMPLETE,5,0,UP,1.227495908346972,AVAILABLE,29.0,False,,,,UNRESOLVED_STRUCTURE,OBSERVATION_INSUFFICIENT,1,0,0,False,0,0,False,INHERITED_RAW_PRICE_BASIS,True,False
2025-07-18|175A0,2025-07-18,175A0,13:30,14:35,65,PARTIAL,4,1,,,AVAILABLE,29.0,False,,,,UNRESOLVED_STRUCTURE,WINDOW_OBSERVED,0,0,0,False,0,0,False,INHERITED_RAW_PRICE_BASIS,False,False
2025-07-18|175A0,2025-07-18,175A0,13:30,14:40,70,COMPLETE,5,0,DOWN,-0.16366612111292964,AVAILABLE,29.0,False,,,,UNRESOLVED_STRUCTURE,WINDOW_OBSERVED,0,1,1,False,0,0,False,INHERITED_RAW_PRICE_BASIS,False,False
2025-07-18|175A0,2025-07-18,175A0,13:30,14:45,75,COMPLETE,5,0,DOWN,-0.4098360655737705,AVAILABLE,29.0,False,,,RANGE_EXPANSION|VOLUME_EXPANSION|TRADING_VALUE_EXPANSION,UNRESOLVED_STRUCTURE,WINDOW_OBSERVED,0,1,1,False,0,0,False,INHERITED_RAW_PRICE_BASIS,True,False
2025-07-18|175A0,2025-07-18,175A0,13:30,14:50,80,COMPLETE,5,0,DOWN,-3.4653465346534653,AVAILABLE,29.0,False,,,RANGE_EXPANSION|VOLUME_EXPANSION|TRADING_VALUE_EXPANSION,UNRESOLVED_STRUCTURE,WINDOW_OBSERVED,0,0,1,False,0,0,False,INHERITED_RAW_PRICE_BASIS,True,False
2025-07-18|175A0,2025-07-18,175A0,13:30,14:55,85,COMPLETE,5,0,DOWN,-0.596252129471891,AVAILABLE,29.0,False,,,RANGE_COMPRESSION,UNRESOLVED_STRUCTURE,WINDOW_OBSERVED,0,0,1,False,0,0,False,INHERITED_RAW_PRICE_BASIS,True,False
2025-07-18|175A0,2025-07-18,175A0,13:30,15:00,90,COMPLETE,5,0,UP,0.6855184233076264,AVAILABLE,29.0,False,,RECOVERY,VOLUME_COMPRESSION|TRADING_VALUE_COMPRESSION,UNRESOLVED_STRUCTURE,WINDOW_OBSERVED,0,1,2,False,0,0,True,INHERITED_RAW_PRICE_BASIS,True,True
2025-07-18|175A0,2025-07-18,175A0,13:30,15:05,95,COMPLETE,5,0,UP,0.3395585738539898,AVAILABLE,29.0,False,,RECOVERY,,UNRESOLVED_STRUCTURE,OBSERVATION_INSUFFICIENT,1,1,2,False,0,0,True,INHERITED_RAW_PRICE_BASIS,True,False
2025-07-18|175A0,2025-07-18,175A0,13:30,15:10,100,COMPLETE,5,0,UP,1.2690355329949239,AVAILABLE,29.0,False,,RECOVERY,VOLUME_COMPRESSION|TRADING_VALUE_COMPRESSION,UNRESOLVED_STRUCTURE,OBSERVATION_INSUFFICIENT,1,0,2,False,0,0,True,INHERITED_RAW_PRICE_BASIS,True,False
2025-07-18|175A0,2025-07-18,175A0,13:30,15:15,105,PARTIAL,4,1,,,AVAILABLE,29.0,False,,,,UNRESOLVED_STRUCTURE,WINDOW_OBSERVED,0,1,1,False,0,0,False,INHERITED_RAW_PRICE_BASIS,False,False
2025-07-18|175A0,2025-07-18,175A0,13:30,15:20,110,COMPLETE,5,0,UP,2.479338842975207,AVAILABLE,29.0,False,,,,UNRESOLVED_STRUCTURE,RIGHT_CENSORED,0,0,1,False,0,0,False,INHERITED_RAW_PRICE_BASIS,False,False
2025-07-18|175A0,2025-07-18,175A0,13:30,15:25,115,COMPLETE,5,0,UP,0.24193548387096775,AVAILABLE,29.0,False,,,RANGE_COMPRESSION|VOLUME_COMPRESSION|TRADING_VALUE_COMPRESSION,UNRESOLVED_STRUCTURE,RIGHT_CENSORED,0,0,1,False,0,0,False,INHERITED_RAW_PRICE_BASIS,True,False
2025-07-18|23380,2025-07-18,23380,13:30,13:30,0,PARTIAL,3,2,,,SCALE_INSUFFICIENT,,False,,,,CURRENT_BAR_UNAVAILABLE,OBSERVATION_INSUFFICIENT,5,0,0,False,0,0,False,INHERITED_RAW_PRICE_BASIS,False,False
2025-07-18|23380,2025-07-18,23380,13:30,13:35,5,PARTIAL,2,3,,,SCALE_INSUFFICIENT,,False,,,,CURRENT_BAR_UNAVAILABLE,OBSERVATION_INSUFFICIENT,4,0,0,False,0,0,False,INHERITED_RAW_PRICE_BASIS,False,False
2025-07-18|23380,2025-07-18,23380,13:30,13:40,10,PARTIAL,3,2,,,SCALE_INSUFFICIENT,,False,,,,SCALE_UNAVAILABLE,OBSERVATION_INSUFFICIENT,4,0,0,False,0,1,False,INHERITED_RAW_PRICE_BASIS,False,False
2025-07-18|23380,2025-07-18,23380,13:30,13:45,15,PARTIAL,3,2,,,SCALE_INSUFFICIENT,,False,,,,CURRENT_BAR_UNAVAILABLE,OBSERVATION_INSUFFICIENT,5,0,0,False,0,0,False,INHERITED_RAW_PRICE_BASIS,False,False
2025-07-18|23380,2025-07-18,23380,13:30,13:50,20,PARTIAL,3,2,,,SCALE_INSUFFICIENT,,False,,,,CURRENT_BAR_UNAVAILABLE,OBSERVATION_INSUFFICIENT,5,0,0,False,0,0,False,INHERITED_RAW_PRICE_BASIS,False,False
2025-07-18|23380,2025-07-18,23380,13:30,13:55,25,PARTIAL,2,3,,,SCALE_INSUFFICIENT,,False,,,,CURRENT_BAR_UNAVAILABLE,OBSERVATION_INSUFFICIENT,5,0,0,False,0,0,False,INHERITED_RAW_PRICE_BASIS,False,False
2025-07-18|23380,2025-07-18,23380,13:30,14:00,30,PARTIAL,3,2,,,SCALE_INSUFFICIENT,,False,,,,SCALE_UNAVAILABLE,OBSERVATION_INSUFFICIENT,6,0,0,False,0,0,False,INHERITED_RAW_PRICE_BASIS,False,False
2025-07-18|23380,2025-07-18,23380,13:30,14:05,35,PARTIAL,2,3,,,SCALE_INSUFFICIENT,,False,,,,SCALE_UNAVAILABLE,OBSERVATION_INSUFFICIENT,6,0,0,False,0,0,False,INHERITED_RAW_PRICE_BASIS,False,False
2025-07-18|23380,2025-07-18,23380,13:30,14:10,40,PARTIAL,2,3,,,SCALE_INSUFFICIENT,,False,,,,SCALE_UNAVAILABLE,OBSERVATION_INSUFFICIENT,6,0,0,False,0,0,False,INHERITED_RAW_PRICE_BASIS,False,False
2025-07-18|23380,2025-07-18,23380,13:30,14:15,45,PARTIAL,2,3,,,SCALE_INSUFFICIENT,,False,,,,SCALE_UNAVAILABLE,OBSERVATION_INSUFFICIENT,6,0,0,False,0,0,False,INHERITED_RAW_PRICE_BASIS,False,False
2025-07-18|23380,2025-07-18,23380,13:30,14:20,50,PARTIAL,2,3,,,SCALE_INSUFFICIENT,,False,,,,CURRENT_BAR_UNAVAILABLE,OBSERVATION_INSUFFICIENT,7,0,0,False,0,0,False,INHERITED_RAW_PRICE_BASIS,False,False
2025-07-18|23380,2025-07-18,23380,13:30,14:25,55,PARTIAL,2,3,,,SCALE_INSUFFICIENT,,False,,,,CURRENT_BAR_UNAVAILABLE,OBSERVATION_INSUFFICIENT,8,0,0,False,0,0,False,INHERITED_RAW_PRICE_BASIS,False,False
2025-07-18|23380,2025-07-18,23380,13:30,14:30,60,PARTIAL,1,4,,,SCALE_INSUFFICIENT,,False,,,,CURRENT_BAR_UNAVAILABLE,OBSERVATION_INSUFFICIENT,6,0,0,False,0,0,False,INHERITED_RAW_PRICE_BASIS,False,False
2025-07-18|23380,2025-07-18,23380,13:30,14:35,65,PARTIAL,1,4,,,SCALE_INSUFFICIENT,,False,,,,CURRENT_BAR_UNAVAILABLE,OBSERVATION_INSUFFICIENT,6,0,0,False,0,0,False,INHERITED_RAW_PRICE_BASIS,False,False
2025-07-18|23380,2025-07-18,23380,13:30,14:40,70,PARTIAL,3,2,,,SCALE_INSUFFICIENT,,False,,,,CURRENT_BAR_UNAVAILABLE,OBSERVATION_INSUFFICIENT,8,0,0,False,0,1,False,INHERITED_RAW_PRICE_BASIS,False,False
2025-07-18|23380,2025-07-18,23380,13:30,14:45,75,PARTIAL,1,4,,,SCALE_INSUFFICIENT,,False,,,,CURRENT_BAR_UNAVAILABLE,OBSERVATION_INSUFFICIENT,6,0,0,False,0,0,False,INHERITED_RAW_PRICE_BASIS,False,False
2025-07-18|23380,2025-07-18,23380,13:30,14:50,80,PARTIAL,1,4,,,SCALE_INSUFFICIENT,,False,,,,CURRENT_BAR_UNAVAILABLE,OBSERVATION_INSUFFICIENT,6,0,0,False,0,0,False,INHERITED_RAW_PRICE_BASIS,False,False
2025-07-18|23380,2025-07-18,23380,13:30,14:55,85,PARTIAL,3,2,,,SCALE_INSUFFICIENT,,False,,,,SCALE_UNAVAILABLE,OBSERVATION_INSUFFICIENT,6,0,0,False,0,0,False,INHERITED_RAW_PRICE_BASIS,False,False
2025-07-18|23380,2025-07-18,23380,13:30,15:00,90,PARTIAL,1,4,,,SCALE_INSUFFICIENT,,False,,,,CURRENT_BAR_UNAVAILABLE,OBSERVATION_INSUFFICIENT,5,0,0,False,0,0,False,INHERITED_RAW_PRICE_BASIS,False,False
2025-07-18|23380,2025-07-18,23380,13:30,15:05,95,PARTIAL,3,2,,,SCALE_INSUFFICIENT,,False,,,,CURRENT_BAR_UNAVAILABLE,OBSERVATION_INSUFFICIENT,7,0,0,False,0,0,False,INHERITED_RAW_PRICE_BASIS,False,False
2025-07-18|23380,2025-07-18,23380,13:30,15:10,100,PARTIAL,2,3,,,SCALE_INSUFFICIENT,,False,,,,CURRENT_BAR_UNAVAILABLE,OBSERVATION_INSUFFICIENT,6,0,0,False,0,0,False,INHERITED_RAW_PRICE_BASIS,False,False
2025-07-18|23380,2025-07-18,23380,13:30,15:15,105,PARTIAL,1,4,,,SCALE_INSUFFICIENT,,False,,,,CURRENT_BAR_UNAVAILABLE,OBSERVATION_INSUFFICIENT,3,0,0,False,0,0,False,INHERITED_RAW_PRICE_BASIS,False,False
2025-07-18|23380,2025-07-18,23380,13:30,15:20,110,PARTIAL,3,2,,,SCALE_INSUFFICIENT,,False,,,,SCALE_UNAVAILABLE,RIGHT_CENSORED,1,0,0,False,0,0,False,INHERITED_RAW_PRICE_BASIS,False,False
